"NptgLocalityCode","OldNptgLocalityCode","LocalityName","LocalityNameLang","ShortName","ShortNameLang","QualifierName","QualifierNameLang","QualifierLocalityRef","QualifierDistrictRef","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"ES001109","N0079778","An Dun Beag","GD","","EN","","EN","","","2011-02-28T11:59:16","2011-02-28T11:59:16",0,"new"
"ES001180","N0079779","Dun Ollaigh","GD","","EN","","EN","","","2011-02-28T12:04:38","2011-02-28T12:04:38",0,"new"
"ES001181","N0079780","Dun Omhain","GD","","EN","","EN","","","2011-02-28T14:05:25","2011-02-28T14:05:25",0,"new"
"ES001484","N0079781","Ceann a' Ghearrloch","GD","","EN","","EN","","","2011-02-28T14:07:19","2011-02-28T14:07:19",0,"new"
"ES001745","N0079782","Baile Eilidh","GD","","EN","","EN","","","2011-02-28T14:08:52","2011-02-28T14:08:52",0,"new"
"ES001853","N0079783","Inbhir Aora","GD","","EN","","EN","","","2011-02-28T14:09:55","2011-02-28T14:09:55",0,"new"
"ES001979","N0079784","Cill Chreanain","GD","","EN","","EN","","","2011-02-28T14:11:04","2011-02-28T14:11:04",0,"new"
"ES002038","N0079786","Cille Mhartainn","GD","","EN","","EN","","","2011-02-28T14:13:06","2011-02-28T14:13:06",0,"new"
"ES002443","N0079787","Ceann Loch Goibhle","GD","","EN","","EN","","","2011-02-28T14:15:37","2011-02-28T14:15:37",0,"new"
"ES002518","N0079788","Lus","GD","","EN","","EN","","","2011-02-28T14:15:32","2011-02-28T14:15:32",0,"new"
"ES003142","N0079789","An Rubha","GD","","EN","Baile Eilidh","GD","","","2011-02-28T14:17:03","2011-02-28T14:17:03",0,"new"
"ES003173","N0079790","Ros Neimhidh","GD","","EN","","EN","","","2011-02-28T14:22:44","2011-02-28T14:22:44",0,"new"
"ES003240","N0079791","Taigh a' Chladaich","GD","","EN","","EN","","","2011-02-28T14:23:44","2011-02-28T14:23:44",0,"new"
"ES003510","N0079792","Srath Chura","GD","","EN","","EN","","","2011-02-28T14:24:52","2011-02-28T14:24:52",0,"new"
"ES003619","N0079793","Taigh an Uillt","GD","","EN","","EN","","","2011-02-28T14:28:04","2011-02-28T14:28:04",0,"new"
"ES003663","N0079794","Tobar Mhoire","GD","","EN","","EN","","","2011-03-01T11:17:36","2011-03-01T11:17:36",0,"new"
"N0068319","N0079795","Achadh na Croise","GD","","EN","","EN","","","2011-03-01T11:12:19","2011-03-01T11:12:19",0,"new"
"N0068325","N0079796","An Apainn","GD","","EN","","EN","","","2011-03-01T11:13:19","2011-03-01T11:13:19",0,"new"
"N0072590","N0079797","Achadh na Mara","GD","","EN","","EN","","","2011-03-01T11:12:26","2011-03-01T11:12:26",0,"new"
"N0072595","N0079798","Aird an Aiseig","GD","","EN","","EN","","","2011-03-01T11:12:36","2011-03-01T11:12:36",0,"new"
"N0068328","N0079799","Aird an Teine","GD","","EN","","EN","","","2011-03-01T11:12:41","2011-03-01T11:12:41",0,"new"
"N0068328","N0079800","Aird an t-Sionnaich","GD","","EN","","EN","","","2011-03-01T11:12:46","2011-03-01T11:12:46",0,"new"
"N0068329","N0079801","Aird Fhearna","GD","","EN","","EN","","","2011-03-01T11:12:51","2011-03-01T11:12:51",0,"new"
"N0068330","N0079802","Aird Laoigh","GD","","EN","","EN","","","2011-03-01T11:12:55","2011-03-01T11:12:55",0,"new"
"N0068331","N0079803","Aird nan Damh","GD","","EN","","EN","","","2011-03-01T11:13:01","2011-03-01T11:13:01",0,"new"
"N0077396","N0079804","An Aird Uaine","GD","","EN","","EN","","","2011-03-01T11:13:15","2011-03-01T11:13:15",0,"new"
"N0072619","N0079805","Airigh nan Gobhar","GD","","EN","","EN","","","2011-03-01T11:13:05","2011-03-01T11:13:05",0,"new"
"N0076383","N0079806","Achnabreac","GD","","EN","","EN","","","2011-03-01T11:12:31","2011-03-01T11:12:31",0,"new"
"N0072623","N0079807","Achadh an Droighinn","GD","","EN","","EN","","","2011-03-01T11:12:14","2011-03-01T11:12:14",0,"new"
"N0068337","N0079808","Baile Mhartain","GD","","EN","","EN","","","2011-03-01T11:13:34","2011-03-01T11:13:34",0,"new"
"N0068339","N0079809","Baile Phetris","GD","","EN","","EN","","","2011-03-01T11:17:08","2011-03-01T11:17:08",0,"new"
"N0068341","N0079810","Baile Mhuilinn","GD","","EN","","EN","","","2011-03-01T11:13:43","2011-03-01T11:13:43",0,"new"
"N0076404","N0079811","Baile Meadhonach","GD","","EN","","EN","","","2011-03-01T11:13:28","2011-03-01T11:13:28",0,"new"
"N0068347","N0079812","Am Barra Calltainn","GD","","EN","","EN","","","2011-03-01T11:13:10","2011-03-01T11:13:10",0,"new"
"N0068352","N0079813","Meudarloch","GD","","EN","","EN","","","2011-03-01T11:17:32","2011-03-01T11:17:32",0,"new"
"N0068356","N0079814","Bun Abha","GD","","EN","","EN","","","2011-03-01T11:17:14","2011-03-01T11:17:14",0,"new"
"N0068364","N0079815","Drochaid Abha","GD","","EN","","EN","","","2011-03-01T11:17:22","2011-03-01T11:17:22",0,"new"
"N0072641","N0079816","Drochaid Urchaid","GD","","EN","","EN","","","2011-03-01T11:17:27","2011-03-01T11:17:27",0,"new"
"N0068370","N0079817","Bun Easain","GD","","EN","","EN","","","2011-03-01T11:17:18","2011-03-01T11:17:18",0,"new"
"N0068371","N0079818","An Carn Ban","GD","","EN","","EN","","","2011-03-01T11:41:44","2011-03-01T11:41:44",0,"new"
"N0068372","N0079819","An Carn Dubh","GD","","EN","","EN","","","2011-03-01T11:41:49","2011-03-01T11:41:49",0,"new"
"N0068374","N0079820","Calgairidh","GD","","EN","","EN","","","2011-03-01T11:42:06","2011-03-01T11:42:06",0,"new"
"N0076398","N0079821","Caolas","GD","","EN","Tiree","GD","","","2011-03-01T11:42:16","2011-03-01T11:42:16",0,"new"
"N0072654","N0079822","An Cladach","GD","","EN","","EN","","","2011-03-01T11:41:53","2011-03-01T11:41:53",0,"new"
"N0068395","N0079823","Caol an t-Snaimh","GD","","EN","","EN","","","2011-03-01T11:42:11","2011-03-01T11:42:11",0,"new"
"N0077276","N0079824","Cola","GD","","EN","","EN","","","2011-03-01T11:42:21","2011-03-01T11:42:21",0,"new"
"N0077277","N0079825","Colbhasa","GD","","EN","","EN","","","2011-03-01T11:42:26","2011-03-01T11:42:26",0,"new"
"N0068396","N0079826","A' Choingheal","GD","","EN","","EN","","","2011-03-01T11:41:39","2011-03-01T11:41:39",0,"new"
"N0068398","N0079827","An Cul Phort","GD","","EN","","EN","","","2011-03-01T11:42:02","2011-03-01T11:42:02",0,"new"
"N0068403","N0079828","Creag an Iubhair","GD","","EN","","EN","","","2011-03-01T11:42:30","2011-03-01T11:42:30",0,"new"
"N0072668","N0079829","An Crionan","GD","","EN","","EN","","","2011-03-01T11:41:58","2011-03-01T11:41:58",0,"new"
"N0072672","N0079830","Dail Abhaich","GD","","EN","","EN","","","2011-03-01T11:47:11","2011-03-01T11:47:11",0,"new"
"N0068414","N0079831","Clachan an Diseirt","GD","","EN","","EN","","","2011-03-01T11:47:05","2011-03-01T11:47:05",0,"new"
"N0068414","N0079832","Dail Mhailidh","GD","","EN","","EN","","","2011-03-01T11:47:16","2011-03-01T11:47:16",0,"new"
"N0068415","N0079833","Dearbhaig","GD","","EN","","EN","","","2011-03-01T11:47:20","2011-03-01T11:47:20",0,"new"
"N0068423","N0079834","Eisdeal","GD","","EN","","EN","","","2011-03-01T11:54:07","2011-03-01T11:54:07",0,"new"
"N0077278","N0079835","Eilean Eisdeal","GD","","EN","","EN","","","2011-03-01T11:53:56","2011-03-01T11:53:56",0,"new"
"N0068425","N0079836","Eilean nam Beathach","GD","","EN","","EN","","","2011-03-01T11:54:01","2011-03-01T11:54:01",0,"new"
"N0072688","N0079837","Fionchairn","GD","","EN","","EN","","","2011-03-01T14:20:06","2011-03-01T14:20:06",0,"new"
"N0068436","N0079838","Ath na Cra","GD","","EN","","EN","","","2011-03-01T14:19:43","2011-03-01T14:19:43",0,"new"
"N0068438","N0079839","An Fhuirneis","GD","","EN","","EN","","","2011-03-01T14:19:39","2011-03-01T14:19:39",0,"new"
"N0068438","N0079840","Inbhir Leacainn","GD","","EN","Argyll & Bute","GD","","","2011-03-01T14:20:31","2011-03-01T14:20:31",0,"new"
"N0068438","N0079841","Inverleacainn","EN","","EN","","EN","","","2011-03-01T14:20:35","2011-03-01T14:20:35",0,"new"
"N0072692","N0079842","Gaineamhan","GD","","EN","","EN","","","2011-03-01T14:20:11","2011-03-01T14:20:11",0,"new"
"N0068456","N0079843","Camas Rainich","GD","","EN","","EN","","","2011-03-01T14:19:48","2011-03-01T14:19:48",0,"new"
"N0068459","N0079844","Inbhir Beag","GD","","EN","","EN","","","2011-03-01T14:20:22","2011-03-01T14:20:22",0,"new"
"N0072709","N0079845","Inbhir Dhughlais","GD","","EN","","EN","","","2011-03-01T14:20:27","2011-03-01T14:20:27",0,"new"
"N0077280","N0079846","Eilean I","GD","","EN","","EN","","","2011-03-01T14:20:01","2011-03-01T14:20:01",0,"new"
"N0077280","N0079847","I Chaluim Chille","GD","","EN","","EN","","","2011-03-01T14:20:17","2011-03-01T14:20:17",0,"new"
"N0077281","N0079848","Diura","GD","","EN","","EN","","","2011-03-01T14:19:52","2011-03-01T14:19:52",0,"new"
"N0077282","N0079849","Cearrara","GD","","EN","","EN","","","2011-03-01T14:43:45","2011-03-01T14:43:45",0,"new"
"N0068468","N0079850","Cill Mheallaird","GD","","EN","","EN","","","2011-03-01T14:43:56","2011-03-01T14:43:56",0,"new"
"N0068472","N0079851","Cill Mhunna","GD","","EN","","EN","","","2011-03-01T14:44:13","2011-03-01T14:44:13",0,"new"
"N0068477","N0079852","Lag a' Mhuilinn","GD","","EN","","EN","","","2011-03-01T14:44:18","2011-03-01T14:44:18",0,"new"
"N0068484","N0079853","Loch Obha","GD","","EN","","EN","","","2011-03-01T14:44:22","2011-03-01T14:44:22",0,"new"
"N0068485","N0079854","Locha Buidhe","GD","","EN","","EN","","","2011-03-01T14:44:27","2011-03-01T14:44:27",0,"new"
"N0068488","N0079855","An Loch Gearr","GD","","EN","","EN","","","2011-03-01T14:43:18","2011-03-01T14:43:18",0,"new"
"N0068506","N0079856","An Oitir","GD","","EN","","EN","","","2011-03-01T14:43:23","2011-03-01T14:43:23",0,"new"
"N0072766","N0079857","Rubha a' Bodach","GD","","EN","","EN","","","2011-03-01T14:44:36","2011-03-01T14:44:36",0,"new"
"N0068521","N0079858","An Sailean","GD","","EN","","EN","","","2011-03-01T14:43:27","2011-03-01T14:43:27",0,"new"
"N0072771","N0079859","Sgalasaig","GD","","EN","","EN","","","2011-03-01T14:44:45","2011-03-01T14:44:45",0,"new"
"N0068524","N0079860","Sgairinis","GD","","EN","","EN","","","2011-03-01T14:44:41","2011-03-01T14:44:41",0,"new"
"N0068537","N0079861","Cill Chaitriona","GD","","EN","","EN","","","2011-03-01T14:43:51","2011-03-01T14:43:51",0,"new"
"N0068543","N0079862","An Socach","GD","","EN","","EN","","","2011-03-01T14:43:32","2011-03-01T14:43:32",0,"new"
"N0068545","N0079863","An Tairbeart Loch Laomainn","GD","","EN","","EN","","","2011-03-01T14:43:39","2011-03-01T14:43:39",0,"new"
"N0068547","N0079864","Taigh a' Bhealaich","GD","","EN","","EN","","","2011-03-01T14:44:49","2011-03-01T14:44:49",0,"new"
"N0068549","N0079865","Taigh na Bruaich","GD","","EN","","EN","","","2011-03-01T14:44:54","2011-03-01T14:44:54",0,"new"
"N0077283","N0079866","Tiriodh","GD","","EN","","EN","","","2011-03-01T14:44:58","2011-03-01T14:44:58",0,"new"
"N0076397","N0079867","Port Adhar Thiriodh","GD","","EN","","EN","","","2011-03-01T14:44:32","2011-03-01T14:44:32",0,"new"
"N0072784","N0079868","Tobar Dhonnchaidh","GD","","EN","","EN","","","2011-03-01T14:45:06","2011-03-01T14:45:06",0,"new"
"N0072594","N0079869","Uisgean","GD","","EN","","EN","","","2011-03-01T14:45:11","2011-03-01T14:45:11",0,"new"
"N0076402","N0079870","Aiseag Ulbha","GD","","EN","","EN","","","2011-03-01T14:43:09","2011-03-01T14:43:09",0,"new"
"N0078461","N0080078","An Aird Bheag","GD","","EN","Ile","GD","","","2011-05-06T09:51:10","2011-05-06T09:51:10",0,"new"
"N0076382","N0080079","Drochaid Arais","GD","","EN","","EN","","","2011-05-06T09:52:20","2011-05-06T09:52:20",0,"new"
"N0077256","N0080080","Uchd nan Clach","GD","","EN","","EN","","","2011-05-06T09:52:56","2011-05-06T09:52:56",0,"new"
"N0068368","N0080081","Bruthach a' Chladaich","GD","","EN","","EN","","","2011-05-06T09:52:05","2011-05-06T09:52:05",0,"new"
"N0068375","N0080082","Ruadhphort","GD","","EN","","EN","","","2011-05-06T09:52:48","2011-05-06T09:52:48",0,"new"
"N0068401","N0080083","Taigh na Creige","GD","","EN","","EN","","","2011-05-06T09:52:52","2011-05-06T09:52:52",0,"new"
"N0072686","N0080084","Feolann","GD","","EN","","EN","","","2011-05-06T09:52:25","2011-05-06T09:52:25",0,"new"
"N0076386","N0080085","Finnsinis","GD","","EN","","EN","","","2011-05-06T09:52:29","2011-05-06T09:52:29",0,"new"
"N0076387","N0080086","An Garbh-Mhonadh","GD","","EN","","EN","","","2011-05-06T09:51:52","2011-05-06T09:51:52",0,"new"
"N0068452","N0080087","Grulainn","GD","","EN","","EN","","","2011-05-06T09:52:34","2011-05-06T09:52:34",0,"new"
"N0068461","N0080088","Inbhir Lusa","GD","","EN","","EN","","","2011-05-06T09:52:38","2011-05-06T09:52:38",0,"new"
"N0072712","N0080089","A' Chill","GD","","EN","","EN","","","2011-05-06T09:51:04","2011-05-06T09:51:04",0,"new"
"N0076388","N0080090","Ceann an Loch","GD","","EN","Muile","GD","","","2011-05-06T09:52:09","2011-05-06T09:52:09",0,"new"
"N0072730","N0080091","An Croc Crom","GD","","EN","","EN","","","2011-05-06T09:51:16","2011-05-06T09:51:16",0,"new"
"N0072731","N0080092","An Lag","GD","","EN","Diura","GD","","","2011-05-06T09:51:59","2011-05-06T09:51:59",0,"new"
"N0076391","N0080093","Ceann Loch Don","GD","","EN","","EN","","","2011-05-06T09:52:14","2011-05-06T09:52:14",0,"new"
"N0076393","N0080094","Peighinn a' Ghaidheil","GD","","EN","","EN","","","2011-05-06T09:52:43","2011-05-06T09:52:43",0,"new"
"ES002817","N0071841","Newport","EN","","EN","Fife","EN","","","2003-02-25T10:09:31","2003-02-25T10:09:31",0,""
"N0067177","N0071933","Star of Markinch","EN","","EN","","EN","","","2003-02-25T10:09:57","2003-02-25T10:09:57",0,""
"ES000955","N0072130","Osnaburgh","EN","","EN","","EN","","","2003-02-25T10:09:40","2003-02-25T10:09:40",0,""
"ES003921","N0079143","Glaschu","EN","","EN","","EN","","","2010-09-27T13:59:04","2010-09-27T13:59:04",0,"new"
"N0070084","N0067879","Eilean Iarmain","GD","","EN","","EN","","","2011-03-16T15:55:52","2011-03-16T15:55:52",0,"new"
"N0078906","N0078912","Baile a Chnuic","GD","","EN","","EN","","","2010-07-28T13:17:29","2010-07-28T13:17:29",0,"new"
"N0078944","N0078945","Ceann Gearr-Loch","GD","","EN","","EN","","","2010-07-28T14:56:01","2010-07-28T14:56:01",0,"new"
"N0078947","N0078948","Ceann Loch Tiacais","GD","","EN","","EN","","","2010-07-28T14:59:04","2010-07-28T14:59:04",0,"new"
"N0079007","N0078995","Ceannabeinne","GD","","EN","","EN","","","2010-09-27T13:54:03","2010-09-27T13:54:03",0,"new"
"ES000322","N0079130","A' Mhanachainn","GD","","EN","","EN","","","2010-09-27T13:48:40","2010-09-27T13:48:40",0,"new"
"ES000467","N0079131","An t-Ath Leathann","GD","","EN","","EN","","","2010-09-27T13:49:18","2010-09-27T13:49:18",0,"new"
"ES000800","N0079132","Drochaid Sguideil","GD","","EN","","EN","","","2010-09-27T13:50:37","2010-09-27T13:50:37",0,"new"
"ES000882","N0079133","Cromba","GD","","EN","","EN","","","2010-09-27T13:50:22","2010-09-27T13:50:22",0,"new"
"ES001028","N0079134","Inbhir Pheofharain","GD","","EN","","EN","","","2010-09-27T13:51:21","2010-09-27T13:51:21",0,"new"
"ES001435","N0079135","An Gearasdan","GD","","EN","","EN","","","2010-09-27T13:49:04","2010-09-27T13:49:04",0,"new"
"ES001879","N0079136","Inbhir Nis","GD","","EN","","EN","","","2010-09-27T13:51:03","2010-09-27T13:51:03",0,"new"
"ES002246","N0079137","Caol Loch Ailse","GD","","EN","","EN","","","2010-09-27T13:49:47","2010-09-27T13:49:47",0,"new"
"N0067902","N0079138","Caol Acain","GD","","EN","","EN","","","2010-09-27T13:49:35","2010-09-27T13:49:35",0,"new"
"ES002713","N0079139","Am Blar Dubh","GD","","EN","","EN","","","2010-09-27T13:48:53","2010-09-27T13:48:53",0,"new"
"ES002743","N0079140","Inbhir Narann","GD","","EN","","EN","","","2010-09-27T13:50:52","2010-09-27T13:50:52",0,"new"
"ES003070","N0079141","Port Righ","GD","","EN","","EN","","","2010-09-27T13:51:30","2010-09-27T13:51:30",0,"new"
"ES003550","N0079142","Srath Pheofhair","EN","","EN","","EN","","","2010-09-27T13:51:40","2010-09-27T13:51:40",0,"new"
"N0079314","N0079315","Leathaid","GD","","EN","","EN","","","2010-10-26T09:47:20","2010-10-26T09:47:20",0,"new"
"N0079882","N0079883","Ach na Cloiche","GD","","EN","","EN","","","2011-03-14T15:04:05","2011-03-14T15:04:05",0,"new"
"N0079884","N0079885","An Aird","GD","","EN","","EN","","","2011-03-14T15:04:21","2011-03-14T15:04:21",0,"new"
"N0077565","N0079886","An Aird Dorcha","GD","","EN","","EN","","","2011-03-14T15:04:25","2011-03-14T15:04:25",0,"new"
"N0079887","N0079888","Ard Roag","GD","","EN","","EN","","","2011-03-14T15:05:15","2011-03-14T15:05:15",0,"new"
"N0079889","N0079890","Brecais Ard","GD","","EN","","EN","","","2011-03-14T15:05:26","2011-03-14T15:05:26",0,"new"
"N0079892","N0079893","Camus Croise","GD","","EN","","EN","","","2011-03-14T15:05:52","2011-03-14T15:05:52",0,"new"
"N0079895","N0079896","Duisdeil Beag","GD","","EN","","EN","","","2011-03-14T15:06:00","2011-03-14T15:06:00",0,"new"
"N0079897","N0079898","Duisdeil Mor","GD","","EN","","EN","","","2011-03-14T15:06:20","2011-03-14T15:06:20",0,"new"
"N0079899","N0079900","An Dunan","GD","","EN","Sgitheanach a Deas","GD","","","2011-03-14T15:04:36","2011-03-14T15:04:36",0,"new"
"N0079901","N0079902","Fearann Dhomhnaill","GD","","EN","","EN","","","2011-03-14T15:06:33","2011-03-14T15:06:33",0,"new"
"N0079903","N0079904","Greepe","GD","","EN","","EN","","","2011-03-14T15:07:01","2011-03-14T15:07:01",0,"new"
"N0079905","N0079906","Heasta","GD","","EN","","EN","","","2011-03-14T15:07:09","2011-03-14T15:07:09",0,"new"
"N0079909","N0079910","Brecais Iosal","GD","","EN","","EN","","","2011-03-14T15:05:44","2011-03-14T15:05:44",0,"new"
"N0079912","N0079913","An t-Ord","GD","","EN","","EN","","","2011-03-14T15:05:03","2011-03-14T15:05:03",0,"new"
"N0079916","N0079917","Sculamus","GD","","EN","","EN","","","2011-03-14T15:07:17","2011-03-14T15:07:17",0,"new"
"N0079918","N0079919","Strolamas","GD","","EN","","EN","","","2011-03-14T15:07:26","2011-03-14T15:07:26",0,"new"
"N0079920","N0079921","An Teanga","GD","","EN","","EN","","","2011-03-14T15:04:51","2011-03-14T15:04:51",0,"new"
"N0079922","N0079923","Tocabhaig","GD","","EN","","EN","","","2011-03-14T15:07:36","2011-03-14T15:07:36",0,"new"
"N0079924","N0079925","Feorlaig Ard","GD","","EN","","EN","","","2011-03-14T15:06:52","2011-03-14T15:06:52",0,"new"
"N0067736","N0079926","Bhatten","GD","","EN","","EN","","","2011-03-16T15:56:00","2011-03-16T15:56:00",0,"new"
"N0079934","N0079935","Allt Giubhais","GD","","EN","","EN","","","2011-03-16T15:54:20","2011-03-16T15:54:20",0,"new"
"N0079943","N0079944","Dail nam Breac","GD","","EN","","EN","","","2011-03-16T15:54:32","2011-03-16T15:54:32",0,"new"
"N0079955","N0079956","Mileabhaig","GD","","EN","","EN","","","2011-03-16T15:54:46","2011-03-16T15:54:46",0,"new"
"N0079957","N0079958","Min Ghearraidh","GD","","EN","","EN","","","2011-03-16T15:54:52","2011-03-16T15:54:52",0,"new"
"N0079969","N0079970","Tom na Croiseige","GD","","EN","","EN","","","2011-03-16T15:55:03","2011-03-16T15:55:03",0,"new"
"N0067740","N0079971","Aird a Bhasair","GD","","EN","","EN","","","2011-03-16T16:10:48","2011-03-16T16:10:48",0,"new"
"N0067745","N0079972","Athaiseig","GD","","EN","","EN","","","2011-03-16T16:10:56","2011-03-16T16:10:56",0,"new"
"N0077534","N0079973","Drinan","GD","","EN","","EN","","","2011-03-16T16:11:03","2011-03-16T16:11:03",0,"new"
"N0067815","N0079974","Druim Fhearna","GD","","EN","","EN","","","2011-03-16T16:11:21","2011-03-16T16:11:21",0,"new"
"N0067822","N0079975","Dun Bheagan","GD","","EN","","EN","","","2011-03-16T16:11:32","2011-03-16T16:11:32",0,"new"
"N0067829","N0079976","Ealaghol","GD","","EN","","EN","","","2011-03-16T16:11:39","2011-03-16T16:11:39",0,"new"
"N0067839","N0079977","Feorlaig","GD","","EN","","EN","","","2011-03-16T16:11:45","2011-03-16T16:11:45",0,"new"
"N0067862","N0079978","Harlois","GD","","EN","","EN","","","2011-03-16T16:11:52","2011-03-16T16:11:52",0,"new"
"N0078881","N0079979","Caol Reatha","GD","","EN","","EN","","","2011-03-16T16:11:13","2011-03-16T16:11:13",0,"new"
"N0067981","N0079980","Sgonnsair","GD","","EN","","EN","","","2011-03-16T16:12:09","2011-03-16T16:12:09",0,"new"
"N0076362","N0079981","Tarscabhaig","GD","","EN","","EN","","","2011-03-16T16:12:18","2011-03-16T16:12:18",0,"new"
"N0067726","N0079982","Na Torrin","GD","","EN","","EN","","","2011-03-16T16:12:01","2011-03-16T16:12:01",0,"new"
"N0078266","N0079989","Bad a' Ghaill","GD","","EN","","EN","","","2011-03-21T14:13:07","2011-03-21T14:13:07",0,"new"
"N0067761","N0079990","Bearnasdal","GD","","EN","","EN","","","2011-03-21T14:13:34","2011-03-21T14:13:34",0,"new"
"N0067763","N0079991","Am Blaran Odhar","GD","","EN","","EN","","","2011-03-21T14:12:41","2011-03-21T14:12:41",0,"new"
"N0067767","N0079992","Coit a' Ghartain","GD","","EN","","EN","","","2011-03-21T14:14:39","2011-03-21T14:14:39",0,"new"
"ES000404","N0079993","Drochaid a' Bhanna","GD","","EN","","EN","","","2011-03-21T14:15:24","2011-03-21T14:15:24",0,"new"
"ES000476","N0079994","Brura","GD","","EN","","EN","","","2011-03-21T14:13:39","2011-03-21T14:13:39",0,"new"
"ES000685","N0079995","Caladar","GD","","EN","","EN","","","2011-03-21T14:13:49","2011-03-21T14:13:49",0,"new"
"N0067785","N0079996","Clais an Easaidh","GD","","EN","","EN","","","2011-03-21T14:14:29","2011-03-21T14:14:29",0,"new"
"N0067788","N0079997","Na Cluainean","GD","","EN","","EN","","","2011-03-21T14:46:54","2011-03-21T14:46:54",0,"new"
"N0067789","N0079998","Cealabost","GD","","EN","","EN","","","2011-03-21T14:13:59","2011-03-21T14:13:59",0,"new"
"ES000801","N0079999","Cunndainn","GD","","EN","","EN","","","2011-03-21T14:14:51","2011-03-21T14:14:51",0,"new"
"N0067807","N0080000","Dail Chuinnidh","GD","","EN","","EN","","","2011-03-21T14:15:04","2011-03-21T14:15:04",0,"new"
"ES001069","N0080001","Druim na Drochaid","GD","","EN","","EN","","","2011-03-21T14:15:37","2011-03-21T14:15:37",0,"new"
"N0067819","N0080002","Dun Beithe","GD","","EN","","EN","","","2011-03-21T14:15:49","2011-03-21T14:15:49",0,"new"
"ES001321","N0080003","Baile Eoghain","GD","","EN","","EN","","","2011-03-21T14:13:22","2011-03-21T14:13:22",0,"new"
"ES001433","N0080004","Cill Chuimein","GD","","EN","","EN","","","2011-03-21T14:14:14","2011-03-21T14:14:14",0,"new"
"N0067847","N0080005","A' Chananaich","GD","","EN","","EN","","","2011-06-13T08:34:26","2011-06-13T08:34:26",0,"new"
"ES000245","N0080006","Baile a' Chaolais","GD","","EN","","EN","","","2011-03-21T16:12:06","2011-03-21T16:12:06",0,"new"
"ES002119","N0080007","Ceann Loch Liobhann","GD","","EN","","EN","","","2011-03-21T16:12:14","2011-03-21T16:12:14",0,"new"
"N0067665","N0080008","Ath Tharracail","GD","","EN","","EN","","","2011-03-21T16:11:59","2011-03-21T16:11:59",0,"new"
"N0067711","N0080009","Sron a' Chritheagain","GD","","EN","","EN","","","2011-03-21T16:12:21","2011-03-21T16:12:21",0,"new"
"N0067731","N0080010","Trioslaig","GD","","EN","","EN","","","2011-03-31T17:47:41","2011-03-31T17:47:41",0,"new"
"N0067791","N0080012","A' Chorpaich","GD","","EN","","EN","","","2011-03-31T17:57:00","2011-03-31T17:57:00",0,"new"
"N0067793","N0080013","Coire Odhar","GD","","EN","","EN","","","2011-03-31T17:57:12","2011-03-31T17:57:12",0,"new"
"N0067855","N0080014","Gleann Bhorghdail","GD","","EN","","EN","","","2011-03-31T17:57:23","2011-03-31T17:57:23",0,"new"
"N0067856","N0080015","A' Charnaich","GD","","EN","","EN","","","2011-03-31T17:56:45","2011-03-31T17:56:45",0,"new"
"N0067856","N0080016","Gleann Comhann","GD","","EN","","EN","","","2011-03-31T17:57:33","2011-03-31T17:57:33",0,"new"
"N0067875","N0080017","Inbhir Lochaidh","GD","","EN","","EN","","","2011-03-31T17:57:47","2011-03-31T17:57:47",0,"new"
"N0067886","N0080018","Cille Chomhghain","GD","","EN","","EN","","","2011-03-31T19:03:54","2011-03-31T19:03:54",0,"new"
"N0067913","N0080019","Loch Iall","GD","","EN","","EN","","","2011-03-31T19:04:26","2011-03-31T19:04:26",0,"new"
"N0067916","N0080020","Loch Alainn","GD","","EN","","EN","","","2011-03-31T19:04:07","2011-03-31T19:04:07",0,"new"
"N0067951","N0080021","Omhanaich","GD","","EN","","EN","","","2011-03-31T19:04:46","2011-03-31T19:04:46",0,"new"
"N0076368","N0080022","Ard Ghobhar","GD","","EN","","EN","","","2011-03-31T19:03:43","2011-03-31T19:03:43",0,"new"
"N0076369","N0080023","Sron an t-Sithein","GD","","EN","","EN","","","2011-03-31T19:05:04","2011-03-31T19:05:04",0,"new"
"N0076371","N0080024","Banbhaidh","GD","","EN","","EN","","","2011-03-31T19:13:35","2011-03-31T19:13:35",0,"new"
"N0076378","N0080025","Eilean nam Muc","GD","","EN","","EN","","","2011-03-31T19:14:11","2011-03-31T19:14:11",0,"new"
"N0076606","N0080026","Druim Uachdair","GD","","EN","","EN","","","2011-03-31T19:13:57","2011-03-31T19:13:57",0,"new"
"N0077618","N0080027","Gleann Nibheis","GD","","EN","","EN","","","2011-03-31T19:14:24","2011-03-31T19:14:24",0,"new"
"N0078949","N0080028","Port Uairce","GD","","EN","","EN","","","2011-03-31T19:14:45","2011-03-31T19:14:45",0,"new"
"N0078950","N0080029","Achadh Osnaich","GD","","EN","","EN","","","2011-03-31T19:13:21","2011-03-31T19:13:21",0,"new"
"N0078954","N0080030","Cill Mhoire","GD","","EN","","EN","","","2011-03-31T19:13:46","2011-03-31T19:13:46",0,"new"
"N0078955","N0080031","Ocal","GD","","EN","","EN","","","2011-03-31T19:14:35","2011-03-31T19:14:35",0,"new"
"N0080110","N0080120","Achadh a' Choirce","GD","","EN","","EN","","","2011-05-17T16:32:03","2011-05-17T16:32:03",0,"new"
"N0080111","N0080121","Ach na h-Annaid","GD","","EN","","EN","","","2011-05-17T16:31:45","2011-05-17T16:31:45",0,"new"
